date,bank,useful_count,rating,sentiment,cleaned_review
"Feb 24, 2020",Kotak,0,5.0,positive,compani open salari account kotak mahindra bank hold account almost year dont need maintain minimum balanc experienc mobil app good use respons fine branch provid monthli statement ask
"Feb 23, 2020",SBI,0,4.0,positive,maximum past year open save account sbi bank need hold balanc rs experienc net bank facil good use taken extra charg account earlier bank atm withdraw send notif whenev withdraw money account
"Feb 23, 2020",Canara Bank,3,5.0,positive,canara bank servic fine hold salari account around year need maintain minimum balanc rs net bank facil fine went branch cash deposit respons good employe cooper option easi handl mobil app overal im satisfi servic
"Feb 22, 2020",SBI,0,5.0,positive,hold save account sbi year minimum balanc account k need maintain monthli basi mani atm cash face server issu per day withdraw amount k use mobil app net bank user friendli
"Feb 22, 2020",Citibank,1,5.0,positive,use citi bank salari account past yearsi use net bank servic well mobil bank servic use servic recharg money transfer contact custom servic get good responseeach everi transact safe secur
"Feb 22, 2020",Axis Bank,0,5.0,positive,axi bank salari account use past year use net bank servic well mobil bank servic user friendli use servic emi payment recharg shop use frequent custom servic also good get proper respons contact assist
"Feb 21, 2020",Canara Bank,4,5.0,positive,twelv year open save account canara bank need hold minimum balanc rs use net bank facil mobil app hassl free account use debit card charg applic use domest card custom servic good transact charg beyond charg applic
"Feb 21, 2020",SBI,0,5.0,positive,last year im use salari account sbi face issu far initi save account sbi salari get credit account actual father recommend bank good internet bank facil open account went bank respons good
"Feb 21, 2020",SBI,0,4.0,positive,salari account maintain sbi salari cum save need maintain minimum balanc keep nation bank servic much happi okay dont suffici staff use account sinc child hood transcat charg rs stop
"Feb 21, 2020",HDFC Bank,0,4.0,positive,hold save account hdfc bank year hidden charg bank zero balanc account use mobil app net bank user friendli access get alert messag bank whenev transact atm branch near resid
"Feb 21, 2020",Kotak,1,4.0,positive,open save account year back chosen kotak mahindra bank execut approach offic card use bank atm also charg month charg atm withdraw well complaint call centr prompt respons henc close account
"Feb 21, 2020",Kotak,5,1.0,negative,con daili receiv call regard loancredit card respons custom care number cannot talk execut option block call loan execut tortur daili basi
"Feb 20, 2020",Axis Bank,0,5.0,positive,year ago open axi bank salari account work previou compani convert account save need maintain minimum balanc rs orels transact requir use net bank facil option easi understand
"Feb 20, 2020",SBI,0,4.0,positive,use save account sbi year maintain minimum balanc sinc salari cum save shop cash withdraw get alert messag bank atm facil near resid give good servic
"Feb 20, 2020",SBI,0,4.0,positive,use save account sbi quit long time salari cum save need maintain minimum balanc cash cash withdraw shop get alert messag custom servic respons good
"Feb 20, 2020",IDBI,4,5.0,positive,stay seraikella citi previou job time open save account idbi use account month transfer jumshedpur unabl use account much branch bank within minut open account servic good need maintain minimum balanc rupe monthli requir
"Feb 20, 2020",SBI,0,5.0,positive,maintain salari account sbi sinc need maintain minimum balanc amount hidden charg last month rupe deduct need check atm branch lot citi done much onlin transact use ticket book use get alert messag time trasnction
"Feb 20, 2020",SBI,0,4.0,positive,use save account sbi quit long time salari come save need maintain minimum balanc whenev cash withdraw shop receiv alert messag custom servic respons good
"Feb 20, 2020",Axis Bank,0,5.0,positive,use axi bank save account long time previou compani salari account still maintain account zero balanc whenev cash withdraw shop get alert messag custom servic respons good
"Feb 19, 2020",Axis Bank,0,5.0,positive,current im hold salari account axi bank oper year mandatori maintain minimum balanc rs visit branch respons good staff help branch much crowd hardli need wait minut
"Feb 19, 2020",HDFC Bank,0,4.0,positive,offic locat home locat hdfc branch avail that reason select save account hdfc bank famili also peopl hold account bank need hold minimum balanc rs internet bank facil realli good im get otp immedi whenev onlin transact
"Feb 19, 2020",HDFC Bank,0,5.0,positive,use save account hdfc bank year salari cum save need maintain minimum balanc shop cash withdraw get alert messag custom servic good got intern debit card
"Feb 19, 2020",Axis Bank,0,5.0,positive,use axi bank save account three year maintain minimum balanc rs ever cash withdraw shop get alert messag custom servic respons good
"Feb 19, 2020",Axis Bank,7,0.5,negative,axi asap account block due multipl transact bank account nd parti involv kyc updat visit home branch time wrote applic one readi help long time bank isnt show effort side didnt even receiv prior notic bank disappoint
"Feb 18, 2020",SBI,1,5.0,positive,use state bank india save account year account need maintain minimum balanc rs visit branch open account branch respons realli good good internet bank facil
"Feb 18, 2020",Kotak,1,4.0,positive,use kotak mahindra bank salari account last year face issu account till gone branch far zero balanc account custom care servic upto mark sent mail didnt receiv repli
"Feb 18, 2020",Axis Bank,0,5.0,positive,use axi bank save account year maintain minimum balanc rs atm facil near home ever cash withdraw get alert messag custom servic respons good
"Feb 18, 2020",Axis Bank,0,4.5,positive,compani provid salari account axi bank need maintain minimum balanc rs mandatori anyway im maintain good use internet bank facil web access fast didnt visit branch sinc face problem account
"Feb 18, 2020",SBI,0,5.0,positive,sbi provid better servic charg high amount fee maintain minimum balanc amount account provid better servic went branch money relat issu henc account excel use net bank facil
"Feb 17, 2020",HDFC Bank,0,4.0,positive,hold salari account hdfc past year zero balanc account sm charg applic month rupe atm charg also applic transact bank atm time month charg applic rupe atm branch near place
"Feb 17, 2020",HDFC Bank,0,4.5,positive,hdfc bank save account past year use net bank well mobil bank servic use track transact detail bank servic much comfort transact safe yet face fraudul transact
"Feb 17, 2020",SBI,0,4.5,positive,sbi salari account user friendli transact safe secur bank servic use net bank servic well mobil bank servic mostli use money transfer recharg custom servic also good get good respons approach assist
"Feb 17, 2020",SBI,0,4.0,positive,hold salari account sbi past year hidden charg bank need maintain minimum balanc amount rupe use mobil app user friendli access use get alert messag bank whenev transact sm charg applic yearli rupe mostli use onlin transact
"Feb 17, 2020",Axis Bank,1,3.0,neutral,hold axi save account year amount consolid charg high monthli basi charg applic rupe rais complaint need atm transact less time month transact amount l month appli debit card receiv month card avail bank took long time dispatch zero balanc account sm charg quarterli basi rupe
"Feb 17, 2020",SBI,0,4.5,positive,use sbi salari account past year transact detail get messag alert fraudul transact happend far need transact detail track messag everi tansact safe bank servic pretti good comfort
"Feb 17, 2020",Canara Bank,3,3.0,neutral,use canara bank save account month everi day withdraw cash atm upto rs get alert msg bank also link account onlin like googl pay easi payment spoke bank execut directli good need improv servic
"Feb 17, 2020",HDFC Bank,0,2.0,negative,salari account hdfc bank past year though salari account need maintain minimum balanc k monthli maintain charg nomin get alert messag atm branch far away place sm atm charg
"Feb 17, 2020",HDFC Bank,0,5.0,positive,hold save account hdfc bank year hidden charg bank zero balanc account use mobil app user friendli access atm branch near mobil app net bank user friendli
"Feb 17, 2020",Kotak,1,4.0,positive,hold save salari account kotak mahindra bank year hidden charg bank zero balanc account use mobil app user friendli access atm branch near mobil app net bank user friendli
"Feb 17, 2020",Axis Bank,0,5.0,positive,use save account axi bank year salari cum save need maintain minimum balanc app easi access atm servic near resid custom servic respons good
"Feb 16, 2020",HDFC Bank,0,5.0,positive,open salari account month one month salari got credit hdfc bank transact hdfc servic good staff salari account hdfc select dont need maintain minimum balanc net bank facil okay password got expir henc visit branch respons okay
"Feb 16, 2020",Canara Bank,1,4.0,positive,open salari account canara bank almost year sinc use account without face singl issu need maintain minimum balanc rs onlin bank facil good could find option mobil app visit branch passbook entri drop chequ anyway respons good
"Feb 16, 2020",HDFC Bank,0,5.0,positive,past year use salari account hdfc bank zero balanc account never visit branch till onlin appli passbook chequ book debit card lost receiv thing time addit charg imp neft transact give offer hdfc debit card also
"Feb 16, 2020",SBI,0,4.0,positive,everyth fine sbi salari account dont get proper respons branch call branch number one readi pick call answer also respond stagger manner improv hold sbi salari account almost year need maintain minimum balanc rs k earlier convert save account salari account
"Feb 15, 2020",Axis Bank,0,5.0,positive,use save account axi bank past year visit bank open account need maintain minimum amount k high hidden charg applic monthli like around rupe high atm branch far away place mobil app work atm charg applic rupe transact time month sm charg applic quarterli basi rupe charg neglect
"Feb 15, 2020",Canara Bank,1,5.0,positive,hold salari account canara bank past year though salari account need maintain minimum amount rupe maintain charg applic rupe hidden charg also applic rupe atm branch near place bank bounc charg use debit card atm cash withdraw charg applic
"Feb 15, 2020",HDFC Bank,1,5.0,positive,open account save purpos hdfc bank month back need maintain minimum balanc amount k high charg rupe high bank also charg debit card transact atm charg applic account
"Feb 15, 2020",SBI,0,4.0,positive,hold save account sbi past year school day open account need maintain minimum amount rupe done transact monthli charg applic rupe mainli use mobil app net bank user friendli
"Feb 15, 2020",Canara Bank,1,5.0,positive,hold salari account canara bank year hidden charg bank need maintain minimum balanc use mobil app net bank user friendli access use get alert messag bank whenev transact
"Feb 15, 2020",IDBI,7,5.0,positive,use salari account idbi bank bank servic good went branch respons good staff help zero balanc account use total im quit satisfi servic send notif immedi whenev transact
"Feb 15, 2020",IndusInd Bank,1,4.0,positive,past year use salari account indusind bank zero balanc account net bank facil good im unabl open app time get hang never visit branch kind request offer debit card
"Feb 15, 2020",Kotak,1,5.0,positive,save account kotak bank year even though save account need maintain minimum balanc open account onlin execut came home complet kyc process done time atm charg applic plu gst per year
"Feb 15, 2020",SBI,0,3.0,neutral,year hold salari account sbi dont use mobil app net bank facil use emerg purpos use visit branch regular basi respons much prompt need upgrad new featur staff behavior must chang
"Feb 15, 2020",Kotak,0,5.0,positive,hold salari account kotak bank year need maintain minimum amount monthli basi mani branch avail citi compar other mobil app user friendli access whenev contact servic respons
"Feb 15, 2020",Axis Bank,2,3.0,neutral,earlier salari account axi bank left compani convert salari account save account proper custom support axi bank charg lot hidden charg im maintain minimum balanc given request close account didnt
"Feb 15, 2020",SBI,1,5.0,positive,sbi provid full support save account easi connect call centr peopl year open save account sbi good servic need hold minimum balanc rs k internet bank servic realli fine
"Feb 15, 2020",Axis Bank,0,4.0,positive,hold salari account axi bank year hidden charg bank zero balanc account use mobil app user friendli access use get alert messag bank whenev transact atm charg applic
"Feb 14, 2020",SBI,0,5.0,positive,hold account save sbi long time hidden charg bank zero balanc account use mobil app net bank user friendli access get alert messag bank whenev transact atm branch near reach directli
"Feb 14, 2020",HDFC Bank,0,5.0,positive,salari account hdfc bank year use get mani offer messag loan card bank end zero balanc account hidden charg applic face atm charg applic rupe transact time month atm branch near use net bank user friendli access
"Feb 14, 2020",Citibank,1,4.5,positive,save account citi bank use account month need maintain minimum balanc sinc salari cum save custom servic good get alert messag cash withdraw atm servic less bank atm offic
"Feb 14, 2020",HDFC Bank,0,5.0,positive,use hdfc salari account last year zero balanc mainten account conveni use net bank facil without face hassl branch locat nearbi place respons okay given request chang address provid proper respons
"Feb 14, 2020",SBI,0,5.0,positive,work previou compani open salari account state bank india though need maintain minimum balanc rs im use account much still activ use account third parti app secondari account bank staff respons prompt overal im happi servic
"Feb 14, 2020",Axis Bank,0,5.0,positive,hold salari account axi bank almost year ago open account onlin done much knowledg bank servic zero balanc account henc never maintain minimum balanc websit easi understand
"Feb 14, 2020",IndusInd Bank,4,5.0,positive,use save account indusind bank one staff friend mine ask open account minimum balanc requir fine use internet bank mobil app facil staff respons help branch almost find atm facil place
"Feb 14, 2020",HDFC Bank,5,5.0,positive,use hdfc bank salari account use past yeari use net bank servic well mobil bank servic user friendli servic use money transfer emi transact safe secur bank servic much comfort
"Feb 14, 2020",Kotak,0,5.0,positive,year sinc im salari account kotak mahindra bank dont need maintain minimum balanc im use mobil app good use havent experienc internet bank havent visit branch kotak mahindra bank im get immedi notif whenev swipe card po machin
"Feb 13, 2020",HDFC Bank,2,4.5,positive,last year salari account hdfc bank dont need hold minimum balanc dont access net bank facil mobil applic went branch verif purpos repli prompt withdraw upto rs atm
"Feb 13, 2020",SBI,0,4.0,positive,sbi use save account quit long time maintain minimum balanc also given domest debit card custom servic respons good get alert messag ever transact
"Feb 13, 2020",HDFC Bank,0,5.0,positive,past year hold salari account hdfc bank zero balanc account also good access internet bank mobil app facil visit branch avail person loan respons good home town execut clumsi take much time respons proper follow also
"Feb 13, 2020",SBI,0,5.0,positive,took save account state bank india year open account sbi lot atm india good servic dont use internet bank facil mobil app facil fraudul activ market branch respons upto mark
"Feb 13, 2020",SBI,0,4.0,positive,open salari account sbi year dont need maintain minimum balanc account use internet bank yono app good use monthli use visit branch passbook entri respons good wont give respons immedi process get delay
"Feb 13, 2020",Citibank,2,5.0,positive,havent face issu citi bank salari account even unnecessari promot call also previou compani provid salari account citi bank zero balanc account absolut fine internet bank henc easi transact app also user friendli use
"Feb 13, 2020",HDFC Bank,0,5.0,positive,im get time respons hdfc enquir request provid crisp clear inform custom would fine sometim get mani call promot team peopl use hdfc salari account past month
"Feb 13, 2020",HDFC Bank,0,5.0,positive,almost year use salari account hdfc visit branch staff much help alloc separ relationship manag henc dont need connect call centr peopl use bank atm multipl time without addit charg
"Feb 13, 2020",HDFC Bank,0,4.0,positive,open salari account hdfc last year back zero balanc account internet bank facil easi handl take extra charg account limit withdraw money atm never gone branch kind request complaint
"Feb 12, 2020",SBI,0,4.0,positive,taken save account sbi salari cum save need maintain minimum balanc open account year ago branch avail near home use onlin bank facil good use servic okay
"Feb 12, 2020",SBI,0,5.0,positive,use save account sbi year good experi give moder interest rate save account okay im use mobil bank check balanc transact app easi access
"Feb 12, 2020",HDFC Bank,0,5.0,positive,save account hdfc bank maintain minimum balanc rs k atm facil cash withdraw shop get alert messag custom servic good yearli charg debit card rs
"Feb 12, 2020",HDFC Bank,0,3.0,neutral,use hdfc save account year rate interest higher im use mobil bank check balanc transact app easi access time get error custom servic okay
"Feb 12, 2020",SBI,0,5.0,positive,maintain save account sbi year account need maintain minimum balanc k charg applic use mobil app net bank user friendli access get credit card loan offer messag
"Feb 12, 2020",Axis Bank,0,4.0,positive,maintain save account axi bank year actual open zero balanc account need maintain minimum balanc atm branch near place mobil app net bank user friendli access
"Feb 12, 2020",SBI,0,4.0,positive,hold account save sbi year hidden charg bank maintain minimum balanc use mobil app net bank user friendli access get alert messag immedi bank whenev transact best bank
"Feb 11, 2020",SBI,0,4.0,positive,sinc sbi govern bank day execut rule maintain minimum balanc k save account use account past year charg nomin use get offer messag credit card loan well wont provid life time free card chargeabl wont prefer one
"Feb 11, 2020",Axis Bank,0,5.0,positive,save account axi bank hold past yearsin bank need maintain minimum amount k gener amount high account mainten privat sector meanwhil provid facil well hidden charg use get credit card offer messag loan
"Feb 11, 2020",IndusInd Bank,4,5.0,positive,indusind bank servic good that reason taken save account need maintain minimum balanc rs easi access internet bank mobil app facil went branch open account respons great employe help
"Feb 10, 2020",Punjab National Bank,9,3.0,neutral,use save account pnb year employe good respons end reach branch sinc open new branch near home open account bank use charg rupe transact
"Feb 10, 2020",HDFC Bank,2,4.5,positive,maintain salari account hdfc past year need hold minimum balanc monthli basi far hidden charg atm branch servic good get alert messag time transact addit charg bank
"Feb 10, 2020",SBI,0,5.0,positive,hold save account sbi year never face hidden charg mani year need maintain minimum balanc rupe whenev visit branch alway crowd respons part good end use mobil app user friendli access due debit card issu rais bank reappli card took almost day receiv card
"Feb 10, 2020",IndusInd Bank,7,4.0,positive,save account indusind bank need maintain minimum balanc salari cum save applic user friendli also mobil bank internet bank good mostli use card cash withdraw shop get alert messag whenev swipe card
"Feb 07, 2020",IDBI,10,0.5,negative,pathet servic idbi bank bank recent open salari account bank forgot regist net bank facil common mark ye form paper formal second tray transfer money googl pay possibl india countri code bank manction big great staff mess call custom care dont right thing dont technic knowledg understand problem suggest dont open account idbi bank bank better servic
"Feb 06, 2020",SBI,1,5.0,positive,hold salari account sbi year hidden charg bank though salari account need maintain minimum k monthli basi use mobil app net bank user friendli access use get alert messag bank whenev transact drawback charg applic sm everi transact
"Feb 06, 2020",Axis Bank,1,4.0,positive,maintain salari account axi bank year need maintain minimum balanc certain hidden charg applic account atm branch near place mobil app net bank user friendli access
"Feb 06, 2020",HDFC Bank,0,5.0,positive,use hdfc bank save account past year use net bank servic well mobil bank servic user friendli use servic pay credit card bill payment well money transfer overal satisfi servic
"Feb 06, 2020",Citibank,2,5.0,positive,hold salari account citi year hidden charg bank zero balanc account use mobil app net bank user friendli access use get alert messag bank whenev transact atm branch servic good
"Feb 06, 2020",SBI,0,5.0,positive,hold account save sbi year hidden charg bank maintain minimum balanc use mobil app net bank user friendli access get alert messag bank whenev transact
"Feb 06, 2020",HDFC Bank,0,5.0,positive,use hdfc bank save account salari cum save need maintain minimum balanc whenev cash withdraw get alert messag mobil applic internet bank good custom servic fine
"Feb 05, 2020",HDFC Bank,0,4.0,positive,salari account maintain hdfc bank past year use get offer messag bank loan credit card need maintain minimum balanc also atm charg bank use get offer messag product well overal good servic
"Feb 05, 2020",SBI,0,4.0,positive,save account sbi year need maintain minimum balanc k use get alert messag time whenev transact atm charg monthli basi far issu hold account bank
"Feb 04, 2020",Canara Bank,1,3.0,neutral,open save account canara bank person need home town one atm machin avail custom support good respons due reason use much also get offer gener use maintain rupe account
"Feb 04, 2020",SBI,0,5.0,positive,hold save come salari account sbi past year hidden charg account need maintain minimum balanc k nowaday get alert messag time receiv end use get card offer messag appli applic process
"Feb 03, 2020",Axis Bank,1,3.0,neutral,use axi bank save account year need improv servic good rais queri regard chequ wont get proper solut bank end use mobil app net bank user friendli access atm near place
"Feb 03, 2020",Kotak,0,5.0,positive,hold save account kotak bank year mobil applic user friendli use view statement fund transact charg debit card atm suffici less need maintain minimum balanc bank execut respons good
"Feb 03, 2020",Axis Bank,0,5.0,positive,use axi bank save account year need maintain minimum balanc account use net bank mobil app user friendli access use get offer messag end mani atm branch avail citi
"Feb 03, 2020",Kotak,1,4.0,positive,use save account kotak quit long time maintain minimum balanc k servic good withdrawn cash get alert messag provid debit card use india overal servic good
"Feb 02, 2020",IDBI,5,4.5,positive,hold save account idbi year mobil applic user friendli use view statement fund transact charg debit card atm suffici bank execut respons good
"Feb 02, 2020",SBI,2,2.0,negative,taken save account sbi salari cum save need maintain minimum balanc internet bank good custom servic averag charg debit card also get alert messag cash withdrawn
"Jan 31, 2020",SBI,0,5.0,positive,student open save account state bank india never contact custom care kind issu hold account almost year nowaday im transact account need maintain minimum balanc rs activ onlin bank facil till
"Jan 31, 2020",HDFC Bank,0,5.0,positive,lost debit card call call centr peopl realli help year compani provid salari account hdfc zero balanc account never visit branch till net bank facil great easi conveni use
"Jan 31, 2020",IDBI,4,5.0,positive,taken save account idbi bank around year back branch near place like walk abl distanc servic good need hold minimum balanc rs im use net bank facil deduct kind hidden charg withdraw rs atm
"Jan 31, 2020",HDFC Bank,0,4.0,positive,open save account hdfc branch nearbi home henc easi access select bank even though save account salari get credit account good use net bank facil didnt face problem mobil app
"Jan 31, 2020",SBI,0,5.0,positive,use sbi save account hold year past year use net bank well mobil bank servic use money transfer credit card bill payment also recharg bank servic comfort much satisfi
"Jan 30, 2020",Axis Bank,0,5.0,positive,open salari account axi bank year compani provid account zero balanc account good use internet bank mobil app facil charg atm withdraw per rbi rule sm get notif immedi whenev transact
"Jan 30, 2020",SBI,0,4.5,positive,sbi save account past year get messag alert well email alertscustom servic also good get good respons contact assist accord experi bank bank servic much comfort satisfi
"Jan 30, 2020",Axis Bank,0,4.5,positive,open save account axi bank year ago went branch directli open account need maintain minimum balanc easi access internet bank mobil app branch experi also good
"Jan 30, 2020",HDFC Bank,0,5.0,positive,use hdfc bank save account year never withdrawn cash gener use upi net bank googl pay easi payment spoke bank execut directli good overal servic respons good
"Jan 30, 2020",Kotak,1,4.0,positive,save account kotak bank year zero balanc account atm charg avail usual use transact less mostli use onlin transact atm branch servic good
"Jan 30, 2020",Axis Bank,0,5.0,positive,open salari account axi bank friend recommend chose account zero balanc account good use net bank facil mobil app went angam branch respond well custom call centr give proper respons need improv
"Jan 30, 2020",SBI,0,5.0,positive,open save account sbi year back experi good like custom servic also good need maintain minimum balanc k took intern debit card annual fee sure
"Jan 30, 2020",Kotak,0,4.0,positive,open save account kotak mahindra bank appli save account onlin never made transact till dont need visit branch directli everyth onlin select bank log net bank easi access collect execut came place get document
"Jan 30, 2020",HDFC Bank,0,4.0,positive,start use salari account hdfc account year ago zero balanc account withdraw rs per day visit branch give chang address request respons okay staff help peopl doesnt current address proof must provid option updat address onlin
"Jan 29, 2020",HDFC Bank,0,5.0,positive,salari account maintain hdfc bank nearli year zero balanc account need maintain minimum balanc till issu rate interest less loan hidden charg moreov friendli bank accord experi use onlin servic good
"Jan 29, 2020",HDFC Bank,0,5.0,positive,use hdfc bank save account recent open myselfi use net bank well mobil bank servic use money transfer credit card bill payment also rechargecustom servic also good satisfi servic far
"Jan 29, 2020",Axis Bank,2,2.0,negative,salari account maintain axi bank transact bank year requir minimum balanc branch near resid custom servic respons good need improv servic
"Jan 29, 2020",HDFC Bank,0,4.0,positive,hdfc good bank execut understand custom concern readi help cost use save account last month maintain minimum balanc rupe custom servic respons good
"Jan 29, 2020",Axis Bank,0,5.0,positive,open salari account axi bank mani year ago went branch open account need maintain minimum balanc rs easi access internet bank mobil app branch experi good employe proper servic
"Jan 29, 2020",SBI,1,3.0,neutral,sbi save account past year get messag alert well email alertscustom servic also good get good respons contact assists accord experi bank servic much comfort satisfi
"Jan 29, 2020",SBI,1,5.0,positive,father taken hous loan ask open save account sbi month open account need maintain minimum balanc rs dont activ net bank facil mobil app went branch servic good
"Jan 29, 2020",HDFC Bank,0,3.0,neutral,use hdfc salari account almost year provid internet bank mobil bank good hassl free account use never face problem till custom servic respons good
"Jan 28, 2020",HDFC Bank,1,2.0,negative,hdfc custom care servic good deal branch time singl issu salari account earlier convert save account later need maintain minimum balanc rs withdraw rs day get notif immedi whenev transact
"Jan 28, 2020",SBI,2,2.0,negative,sbi provid hopeless servic custom peopl knowledg compar bank ask clarif need roam around peopl differ author wait time high use account beyond year need get loan account necessari avail atm branch nearbi place chose account need improv lot onlin bank
"Jan 28, 2020",Kotak,0,5.0,positive,kotak mahindra bank account hold father year sinc nomine transfer account name need hold minimum balanc rs bank servic good atm servic low much conveni need work
"Jan 28, 2020",HDFC Bank,0,5.0,positive,use hdfc bank salari account past year use net bank servic well mobil bank servic user friendli use servic money transfer credit card bill payment satisfi servic far
"Jan 28, 2020",Kotak,0,5.0,positive,month ago took save account kotak mahindra bank base friend refer maintain minimum balanc rs good use net bank facil mobil app onlin open account sent debit card chequ book courier
"Jan 28, 2020",SBI,0,5.0,positive,year back chosen save account state bank india govern base bank im maintain minimum balanc rs im use mobil app comfort use net bank facil easi access visit branch staff support
"Jan 28, 2020",HDFC Bank,0,4.0,positive,hdfc servic good taken person loan transfer money provid account open sure minimum balanc good use internet bank facil fund transfer easili call custom care respons quick
"Jan 28, 2020",SBI,0,4.0,positive,salari account sbi charg minimum balanc mainten cash deposit withdraw get messag alert use account almost year good use internet bank mobil app facil visit branch employe respons realli nice
"Jan 28, 2020",Kotak,0,5.0,positive,open save account kotak bank year back main reason use account dont need visit branch even open account execut came place collect document zero balanc account mobil app good compar bank
"Jan 28, 2020",HDFC Bank,0,1.0,negative,use hdfc salari account almost year provid internet bank mobil bank hassl free servic branch servic respons good need improv servic also charg high interest
"Jan 28, 2020",Axis Bank,0,5.0,positive,use axi bank save account year need maintain minimum balanc salari account custom servic respons good also get regular alert messag withdrawn cash atm
"Jan 28, 2020",HDFC Bank,3,5.0,positive,salari account hdfc bank default account provid compani im get notif immedi transact use account almost year zero balanc sinc salari account custom servic good
"Jan 27, 2020",SBI,0,5.0,positive,salari account state bank india need hold minimum balanc rs internet bank mobil app facil realli good went branch much crowd staff handl custom well total im happi servic
"Jan 27, 2020",SBI,0,5.0,positive,use sbi save account year salari cum save account provid interest rate good zero balanc account provid debit card charg custom servic respons good
"Jan 27, 2020",SBI,0,5.0,positive,salari account sbi take lot charg like minimum balanc mainten cash deposit withdraw use account almost year good use internet bank mobil app facil visit branch employe respons realli nice
"Jan 27, 2020",HDFC Bank,1,5.0,positive,use hdfc salari account almost year provid internet bank mobil bank chequ book hassl free account use never face problem till frequent visit branch loan concern respons realli good staff cooper
"Jan 27, 2020",Kotak,0,4.0,positive,open save account kotak mahindra bank year back previou compani salari account left compani stop use account didnt convert save account also never use internet bank facil mobil app realli good recent sent messag chang account save account zero balanc account
"Jan 27, 2020",HDFC Bank,0,4.0,positive,use hdfc save account salari come save use account year good experi give interest rate save account okay im use mobil bank check balanc transact app easi access
"Jan 25, 2020",HDFC Bank,0,5.0,positive,taken salari account hdfc bank default account provid compani im get notif immedi transact use account almost year zero minimum balanc account sinc salari account never step branch till
"Jan 25, 2020",SBI,0,4.0,positive,use salari account state bank india sinc im use account bank servic good branch servic get differ depend branch peopl need maintain minimum balanc custom care improv sbi queri wont respond properli take much time branch
"Jan 25, 2020",SBI,0,5.0,positive,open salari account state bank india without particular reason zero minimum balanc account sinc salari account withdraw rs atm take kind extra charg branch littl bit crowd staff respons good
"Jan 24, 2020",Canara Bank,7,1.0,negative,save account canara bank huge queue branch even want singl transact employe polit profess word speak custom use account year parent creat account name young
"Jan 24, 2020",HDFC Bank,0,5.0,positive,dont issu hdfc bank regard servic assign custom relationship offic problem get resolv easili hold salari account bank year great net bank facil visit nearbi branch occas basi staff genuin
"Jan 24, 2020",SBI,0,4.0,positive,hidden charg deduct sbi took save account year ago famili recommend bank need maintain balanc rs good use net bank facil mobil app branch much crowd respons realli good
"Jan 24, 2020",HDFC Bank,1,4.0,positive,best hdfc account provid good servic hold account year need hold minimum balanc rs whenev im need use visit branch cash withdraw respons realli good staff respons quit good
"Jan 24, 2020",HDFC Bank,3,5.0,positive,salari account hdfc bank good bank use use account year account provid offic zero balanc account provid offer even debit card im interest bank servic fine branch
"Jan 24, 2020",Axis Bank,0,5.0,positive,open axi bank account year salari account easi fund transfer app net bank recent visit branch chang save account defens account zero mainten account whenev visit branch staff help
"Jan 24, 2020",Kotak,0,5.0,positive,hold salari account last year kotak mahindra bank execut came offic open account im frequent user net bank issu work custom request would fine dont need maintain minimum balanc account
"Jan 24, 2020",Axis Bank,0,5.0,positive,open salari account axi bank use account im use net bank facil realli good axi bank branch servic good provid prompt respons custom deduct hidden charg
"Jan 24, 2020",HDFC Bank,0,5.0,positive,use hdfc bank save account year account bank need maintain minimum balanc time deposit either rs k k like custom servic good domest debit card
"Jan 23, 2020",Axis Bank,0,4.0,positive,use axi bank salari account year mobil applic user friendli easi fund transfer reward debit card annual charg join fee rs atm suffici check charg
"Jan 22, 2020",SBI,0,4.0,positive,use sbi save account year need maintain minimum balanc net bank facil good take hidden charg cash withdraw deposit custom servic respons good sbi
"Jan 22, 2020",SBI,0,5.0,positive,sbi save account past year use net bank servic well mobil bank servic servic use money transfer util bill payment recharg custom servic also good transact safe secur satisfi bank servic
"Jan 22, 2020",IDBI,6,5.0,positive,idbi provid good servic custom salari account zero balanc account branch staff help custom im get good connect mobil app take addit charg without knowledg withdraw upto rs atm per day
"Jan 22, 2020",HDFC Bank,0,5.0,positive,last year use salari account hdfc sale execut came offic open account use visit branch frequent respons fine internet bank facil fast sinc salari account dont need maintain minimum balanc download app also
"Jan 22, 2020",Axis Bank,0,5.0,positive,use axi save account sinc frequent use net bank servic well mobil bank servic money transfer pay emi check account transact detail bank servic custom servic good
"Jan 22, 2020",SBI,0,5.0,positive,year back open save account state bank india main usag account branch locat near home due chosen bank branch crowd time staff respons good dont take hidden charg
"Jan 22, 2020",HDFC Bank,0,4.0,positive,salari account open hdfc bank around year zero balanc account base usag maintain balanc sometim internet bank facil good use get offer debit card im use account much
"Jan 21, 2020",SBI,1,2.0,negative,save account state bank india im util account last year respond properli lost atm card year back appli card branch fill form manual gave staff still didnt receiv even though visit branch mani time work complet
"Jan 21, 2020",SBI,0,5.0,positive,sbi salari account past year servic good face issu use net bank servic good contact custom servic get good responseif need check transact detail check onlin well use formoney transfer
"Jan 21, 2020",SBI,1,5.0,positive,use salari account sbi year need maintain minimum balanc rs net bank facil outstand add recipi detail easili take day approv take hidden charg cash withdraw deposit provid zero balanc account sinc nation bank
"Jan 21, 2020",HDFC Bank,0,5.0,positive,open salari account nearli year ago hdfc without particular reason salari account henc zero balanc account easi use internet bank mobil app awesom visit branch ask address proof chang address sinc im stay pg im unabl provid proof option chang address net bank would fine
