date,bank,useful_count,rating,review,sentiment
"Feb 27, 2020",HDFC Bank,0,4,"From HDFC Bank Internet banking and mobile banking are very easy to access. I am using this savings account more than 8 years, i am maintaining minimum balance of Rs. 5000. Customer service and responsiveness was good and ATM facility near to my residence.",positive
"Feb 27, 2020",SBI,0,4,"I am using savings account with SBI more than 4 years. I am maintaining minimum balance of Rs. 5000 whenever I withdraw cash and doing shopping  getting alert messages. The rate of interest was good since this is a Government organization interest rate was nomral. I have a domestic debit card, customer service was good. Internet banking is easy to access in SBI.",positive
"Feb 27, 2020",IndusInd Bank,2,5,My savings account is with INDUSIND Bank and i am using this account more than 2 years. Customer service was excellent and no need to maintain minimum balance. I am getting alert messages. ATM facility is near to my resident and there is no debit card charges.,positive
"Feb 27, 2020",HDFC Bank,0,5,I have been using the salary account with HDFC for almost 5 years. Its a zero balance account to use. They are sending a monthly statement properly. They have not deducted any hidden charges from my account. This is recommendable bank to others.,positive
"Feb 26, 2020",SBI,0,4,I am having my salary account in SBI for the past 4 years. It is a zero balance account. So far I haven't faced any SMS and ATM charges. I do get alert message from bank when I do a transaction.  They have not send any offers message till now.  The customer service is bit delay to reach out the customer.,positive
"Feb 26, 2020",Axis Bank,1,5,I have Axis Bank salary account for the past 6 years. I am using net banking service as well as mobile banking service both are very user friendly. Their service is friendly and using this account for money transfer and paying credit card bill payment. Each transaction is still active and customer service is also good and there is proper response if approach for any assistance.,positive
"Feb 25, 2020",Axis Bank,0,5,I am using Axis bank salary account for the past 1 month only since recently opened this account .I am using net banking service as well as mobile banking both are very user friendly to access. Each and every transaction will be very safe and secured. The customer service is really good and satisfied with the service .,positive
"Feb 25, 2020",HDFC Bank,4,5,"I have HDFC  salary account for  the past  three  years. I am using net banking and mobile banking  service  both are very user friendly to access.  I am using mobile app  for money transfer , the credit card bill payment and everything was good to me so far.",positive
"Feb 25, 2020",SBI,0,5,My salary account is opened from State Bank of India because the branch is located to nearby place and i need to maintain a minimum balance of Rs. 2000. Their Internet banking facility is good and they do provided me a proper response when i go to their branch. They have not deducted any kind of un-necessary charges.,positive
"Feb 25, 2020",Kotak,1,4,I opened my savings account from Kotak Mahindra bank because my friend recommended me about this bank since he is working over there. Its a zero balance account. I can withdraw upto Rs. 25000 from the ATM per day. They don't charge anything for other ATM withdrawals even if i use more than 5 times.,positive
"Feb 25, 2020",HDFC Bank,0,4,"Opened my salary account with HDFC and its been 1.5 years ago. I have selected HDFC as my salary account since no need to maintain any minimum balance. Its good to use their Internet banking facility. In the branch, employees are very good and they are helping me a lot.",positive
"Feb 25, 2020",Axis Bank,8,0.5,"Need a lot of improvement in guiding a customer, they tell you can visit any branch but these people are just trying to chase me away from their branch, i don't know why the hell they show ad's visit any branch o+ customer service that female is not even listening to my issue she is just telling go to your branch where you opened your account. And they charge so much for applying a new debit card, i told them i lost my card and someone tried to access it i have blocked i need to replace this card, but she is telling pay 590 to get a new card or you will not get a card. Using this account from past 5 years in which i'm using all the service such as loan, credit card ..... Totally disappointed with Axis bank service.",negative
"Feb 25, 2020",Kotak,1,5,"7 months ago, i have taken a savings account from Kotak Mahindra Bank. For the personal savings purpose i took this account and they have provided me a zero maintenance account. I opened this account through online and i have uploaded all my documents through online. They have sent me a cheque book and debit card through courier.",positive
"Feb 24, 2020",SBI,0,3,I am having my saving account  from SBI past  8-9  years. There is no hidden charges in this bank. It is not a zero balance account need to maintain a minimum balance of 500 rupees. I am using mobile app and it is not user friendly to access. I use to get an alert messages from bank whenever I do a transactions. ATM  charges are applicable more than 5 times in a month of 20 rupees.,neutral
"Feb 24, 2020",Kotak,1,5,Kotak Mahindra bank is maintaining a good rapport with the customer. I have been holding the salary account with the Kotak Mahindra bank for almost 5 years. Its a zero balance account to use. Mobile app is quite good and convenient to use. Rarely i visited their branch and the response was quite prompt.,positive
"Feb 24, 2020",IndusInd Bank,5,4,"Before, INDUSIND was my salary account since I changed to other company now it is converted as saving account. I am holding this account for past  2 years. It is a zero balance account.  ATM and branch's are far away to reach them.  I am not getting any offers message from bank end.",positive
"Feb 24, 2020",HDFC Bank,3,5,"I am holding a salary account from HDFC for last 12 months. No need to maintain a minimum balance on this account.  There is some ATM charge, if I do a transaction more than 5 times in a month then they deduct 25 rupees.  Atm's and branch are far away from my place. I am not getting any offer messages.",positive
"Feb 24, 2020",Canara Bank,6,5,"I am using CANARA Bank savings account more than 15 years. This is a salary cums savings account need to maintain minimum balance of Rs.1000 and also my name has printed on my card , mob app net banking is really super. Customer service was good.",positive
"Feb 24, 2020",SBI,4,5,"5 years back, i have chosen my salary account from SBI because my company has referred it. Its a zero balance maintenance account. SBI app is better to use. To apply for a cheque book i have visited the branch and they have given me a application to submit and the employees are very helpful.",positive
"Feb 24, 2020",Kotak,0,5,My company have opened the salary account from Kotak Mahindra bank and i am holding this account for almost 10 years. I don't need to maintain any minimum balance. I have experienced of their mobile app which is good to use. Response was fine in the branch and they have provided me a monthly statement when i asked them.,positive
"Feb 23, 2020",SBI,0,4,"Maximum for past 3 years before, i have opened the savings account from SBI bank. I need to hold a balance of Rs. 500. I have experienced of their net banking facility and its good to use. They have taken extra charges from my account earlier for the other bank ATM withdrawals. They are sending the notifications whenever they withdraw the money from my account.",positive
"Feb 23, 2020",Canara Bank,3,5,"Canara bank service is fine for me. I have been holding this salary account for around 1 year. I need to maintain a minimum balance of Rs. 500. Their net banking facility is fine. I went to the branch for the cash deposit and the response is good. The employees are co-operative. All the options are easy to handle in mobile app. Overall, I'm satisfied with their services.",positive
"Feb 22, 2020",SBI,0,5,I am holding a saving account with SBI for more than 10 years. It is a minimum balance account of 5K need to maintain on monthly basis. There are many ATMS but there will be no cash or I face server down issue. Per day I can withdraw the amount of 40K. I am using mobile app and net banking both are very user friendly.,positive
"Feb 22, 2020",Citibank,1,5,I am using Citi Bank salary account for the past 2.5 years.I  am using net banking service as well as mobile banking service .I am using these service for recharge  and money transfer .If contact customer service will be getting good response.Each and  every transaction will be safe and secure .,positive
"Feb 22, 2020",Axis Bank,0,5,"I have Axis bank salary account which i am using for the past 4 years .I am using net banking service as well as mobile banking service both are very user friendly .I am using both the service for EMI payment ,Recharge  and for shopping  it is used very frequently .Customer service was also good and getting proper response if contact for any assistance.",positive
"Feb 21, 2020",Canara Bank,4,5,"On twelve years before, I have opened the savings account from CANARA bank. I need to hold a minimum balance of Rs. 500.  I am using the net banking facility and mobile app. Its a hassle free account to use.  Debit card charges are not applicable and I am using domestic card. The customer service is good, if I do more than 5 transactions no charges but if beyond that,  some charges are applicable.",positive
"Feb 21, 2020",SBI,0,5,"For the last 2.5 years I'm using the salary account from SBI and i have not faced any issues so far. Initially it was my savings account from SBI after that my salary is getting credited to this account. Actually my father has recommended me about this bank. They have a good Internet banking facility. Once for opening the account, i went to the bank and the response is very good.",positive
"Feb 21, 2020",SBI,0,4,"My salary account is maintain with SBI and its salary cums savings so need to maintain minimum balance., but i am keeping. This is a nationalized bank , service is not that much happy but is okay,  they don't have sufficient staff. I am using this account since my child hood.  More than 5transcations there are charging Rs. 30 they should be stop.",positive
"Feb 21, 2020",HDFC Bank,0,4,I have been holding savings account with HDFC Bank more than 5 years. There is no hidden charges in this bank. It is a zero balance account. I am using mobile app and net banking both are user friendly to access. I am getting an alert messages from bank whenever I do a transactions. ATMs and branches are near to my residence.,positive
"Feb 21, 2020",Kotak,1,4,"I have opened the savings account on 2 years back and I have chosen Kotak Mahindra Bank because their executive approached me in my office. This card can be use  in other bank ATM also, there is no charges but after 6 months, they are charging for other ATM withdraw as well. I complaint about the same in the call centre but there is no prompt response hence I closed the account.",positive
"Feb 21, 2020",Kotak,5,1,"Cons.
1.  Daily you will receive a call, regarding Loan/credit card.
2.  No response from the customer care number. You cannot talk to the executive.'

There is no option to block call from loan executives. You will be tortured on a daily basis.",negative
"Feb 20, 2020",Axis Bank,0,5,"6 years ago, i have opened Axis bank salary account when i was working in previous company after that i have converted this account into savings. I need to maintain a minimum balance of Rs. 10000 orelse if i do more transaction then its not required. I am not using the net banking facility. All the options are easy to understand.",positive
"Feb 20, 2020",SBI,0,4,I am using savings account from SBI more than 20 years. I am not maintaining minimum balance since it is a salary cums savings. If i do any shopping or cash withdrawal i will be getting alert messages from bank. ATM facility is near to my residence and they giving good service.,positive
"Feb 20, 2020",SBI,0,4,"I have been using savings account with SBI quite for a long time. Its a salary cum savings, so no need to maintain minimum balance for cash cash withdrawal. Am doing shopping and getting alert messages. Customer service and responsiveness was good.",positive
"Feb 20, 2020",IDBI,4,5,I was stayed in Seraikella city  for previous job at that time I opened a saving account from IDBI. I used this account only for 2-3 months. Then I transferred  to Jumshedpur  so unable to use this account. There is no much branch's for this bank. Within 20 minutes I opened this account. Their service is good.  Need to maintain a minimum balance of 1000 rupees on monthly and now there was no requirement.,positive
"Feb 20, 2020",SBI,0,5,"I maintain a salary account  from SBI since 2014, there is no need to maintain a minimum balance amount. There was no  hidden charges, but last month 700 rupees has been deducted which I need to check. Atm and branch's are lot in my city. I have not done much  online transaction only used for ticket booking. I use to get alert message on time for each trasnction.",positive
"Feb 20, 2020",SBI,0,4,"I have been using savings account with SBI quite for a long time which is salary comes savings, so no need to maintain minimum balance. Whenever I do cash withdrawal, shopping have been receiving alert message. Customer service and responsiveness was good.",positive
"Feb 20, 2020",Axis Bank,0,5,"I have been using AXIS Bank saving account for a long time and this was my previous company salary account, still i am maintaining this account has a zero balance. Whenever i do cash withdrawal and shopping, will be getting alert messages. Customer service and responsiveness was good.",positive
"Feb 19, 2020",Axis Bank,0,5,Currently I'm holding a salary account from Axis bank which I am operating from the year of 2015. Its mandatory to maintain a minimum balance of Rs. 20000. When i visited their branch the response is good and the staffs are very helpful. The branch is not that much crowded and hardly I need to wait only for 15 minutes.,positive
"Feb 19, 2020",HDFC Bank,0,4,In my office location and home location only HDFC branch was available thats the reason i have selected the savings account from HDFC bank. In my family also most of the people are holding account from this bank. I need to hold a minimum balance of Rs. 5000. Internet banking facility is really good. I'm getting OTP immediately whenever i do the online transaction.,positive
"Feb 19, 2020",HDFC Bank,0,5,I am using savings account from  HDFC Bank more than 8 years. This is salary cums savings so no need to maintain minimum balance. If i do shopping or cash withdrawal i am getting alert message. Customer service was good and i got international debit card.,positive
"Feb 19, 2020",Axis Bank,0,5,I have being using  AXIS Bank saving account for more than three years. I have to maintain a minimum balance of Rs. 1000. When ever i do cash withdrawal and shopping i will be getting alert messages. Customer service and responsiveness was good.,positive
"Feb 19, 2020",Axis Bank,7,0.5,"I have an Axis ASAP account. It was blocked on 29/08/2019 due to multiple transactions which were  between my other bank accounts. No 2nd party was involved. KYC has been updated. I visited the home branch a no. Of times, wrote a no of applications but no one is ready to help me out. It's been a long time but the bank isn't showing any effort from it's side. I didn't even receive a prior notice from The bank. It's very disappointing.",negative
"Feb 18, 2020",SBI,1,5,"Using my State bank of India savings account for more than 2 years. In the account, i need to maintain a minimum balance of Rs. 3000. I have visited their branch to open this account and the branch response was really good. They have a good Internet banking facility.",positive
"Feb 18, 2020",Kotak,1,4,I have been using Kotak Mahindra bank salary account for last 1 year. I have not faced any issue from this account till now so that i have not gone to their branch so far. Its a zero balance account. Their customer care service is not upto the mark because i have sent a mail to them but i didn't received any reply from them.,positive
"Feb 18, 2020",Axis Bank,0,5,I am using AXIS Bank savings account more than 3-4 years. I have to maintain minimum balance of Rs.1000 and i have ATM facility very near to my home.  When ever i do cash withdrawal i will be getting an alert message. Customer service and response was good.,positive
"Feb 18, 2020",Axis Bank,0,4.5,My company has provided me a salary account from Axis bank. I need to maintain a minimum balance of Rs. 10000 which is not mandatory anyway I'm maintaining it. Its good to use the Internet banking facility and the web access is very fast. I didn't visited their branch since i have not faced any problem from this account.,positive
"Feb 18, 2020",SBI,0,5,SBI is providing better services and they are not charging any high amount fee for not maintaining a minimum balance amount into account.  They are providing better services when i went to the branch for money related issue hence i am having this account from 2012. Its excellent to use the net banking facility.,positive
"Feb 17, 2020",HDFC Bank,0,4,"I am holding salary account from HDFC for the past 4 years. It is a zero balance account. There is SMS charge is applicable of  3 months once for 60 rupees. ATM charges are also applicable if I do transaction from other bank  ATM more than 5 times in a month, charges are applicable of 26 rupees. ATM and branches are near from my place.",positive
"Feb 17, 2020",HDFC Bank,0,4.5,I have HDFC Bank saving account for the past 3 years only .I am using both net banking as well as mobile banking service which is very useful to track all transaction details .Banking service is much comfortable and transaction will be very safe and not yet faced any fraudulent transaction .,positive
"Feb 17, 2020",SBI,0,4.5,I have SBI  salary account which is very user friendly. Each transaction will be very safe and secured on banking service.  I am using net banking service as well as mobile banking these services are mostly used for money transfer and for recharge . The customer service is also good and getting good response if approach for any assistance.,positive
"Feb 17, 2020",SBI,0,4,I am holding a salary account  with  SBI  past  6  years. There is no hidden charges in this bank. But need to maintain a minimum balance amount of 500 rupees. I am using mobile app and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions. SMS charges are applicable on yearly once of 33 rupees. Mostly  I use  for online transaction.,positive
"Feb 17, 2020",Axis Bank,1,3,"I am holding AXIS saving account for more than 7 years.  The amount for  consolidation charges are very high, on monthly basis charge is applicable  up to 1000 rupees. So I raised a complaint on it. I need to do ATM transaction less than 5 times in a month and  I can transact the amount of  3L in a month.  I had applied debit card received  after 8 months because there was no card available in bank  so they took long time to dispatch it. It is a zero balance account. There is SMS charge on quarterly  basis of  15 rupees.",neutral
"Feb 17, 2020",SBI,0,4.5,I am using SBI salary account for the past 10 years .All transaction details will be getting through message alert only .There was no fraudulent transaction happend so far .If need any transaction details then can track through message .Every tansaction will be safe and banking service was pretty good and comfortable.,positive
"Feb 17, 2020",Canara Bank,3,3,"I am using CANARA Bank savings account for more than 6 months. Every day i can withdraw cash from atm upto Rs.50,000 and I am not getting any alert msg from the bank. Also I linked this account online like Google pay and more for an easy payment. I spoke to bank executive directly it was not good need to improve in service.",neutral
"Feb 17, 2020",HDFC Bank,0,2,"I am having my salary account with HDFC bank for the past  5 years. Though its salary account, I need to maintain a minimum balance of 10K on monthly if not maintain charges are nominal. I am not getting any alert message.  Atm and branch's are far away from my place. There are SMS and ATM charges.",negative
"Feb 17, 2020",HDFC Bank,0,5,I am holding a savings account with HDFC bank for more than 6 years. There is no hidden charges in this bank. It is a zero balance account. I am using mobile app and it is user friendly to access. ATM and branch's are near. Mobile app and net banking both are user friendly.,positive
"Feb 17, 2020",Kotak,1,4,"I am holding a savings with salary account with KOTAK MAHINDRA Bank for more than 8 years. There is no hidden charges in this bank., It is a zero balance account. I am using mobile app and it is user friendly to access. ATM and branch's are near. Mobile app and net banking both are user friendly.",positive
"Feb 17, 2020",Axis Bank,0,5,"I have been using savings account with AXIS Bank more than 6 years. This is salary cums savings, so no need to maintain minimum balance. App is very easy to access and Atm service are very near to my residence. Customer service and responsiveness was good.",positive
"Feb 16, 2020",HDFC Bank,0,5,"I have opened the salary account 2 months before but only one month my salary got credited in HDFC. For the banking transaction, HDFC service is good and most of the staffs are having their salary account in HDFC so that i have selected the same. I don't need to maintain any minimum balance. Net banking facility is okay once the password got expired hence i have visited their branch and the response was okay.",positive
"Feb 16, 2020",Canara Bank,1,4,Opened my salary account from Canara bank and it almost 11 years since i am using this account without facing any single issue. I need to maintain a minimum balance of Rs. 1000. Their online banking facility is good and i could find all the option in mobile app. I have visited their branch for a passbook entry and dropping a cheque anyway the response was good.,positive
"Feb 16, 2020",HDFC Bank,0,5,"From past 2 years, i have been using my salary account from HDFC bank. Its a zero balance account. I never visited their branch till now. In online, i applied the passbook, cheque book, debit card when i lost it and received these things on time. There is no additional charges for IMPS and NEFT transaction. They are giving some offers for HDFC debit card also.",positive
"Feb 16, 2020",SBI,0,4,"Everything is fine with SBI salary account but i don't get the proper response in the branch. When i call to the branch number, no one is ready to pick up the call. If they answered also, they will respond in staggered manner this has to be improved. I hold this SBI salary account for almost 8 years. I need to maintain a minimum balance of Rs. 1K  earlier converted from savings account to salary account.",positive
"Feb 15, 2020",Axis Bank,0,5,"I have been using saving account from AXIS bank for the past 2 years. I have visited to bank and opened an account for myself. Need to maintain a minimum amount of 10K which is high, hidden charges are applicable on monthly like around 1000 rupees which is very high. ATM and branch's are far away from my place.  Mobile app  is not working. ATM charge is applicable for 55 rupees  if I do transactions more than 4 times in a month.  SMS charge applicable on quarterly basis of 400 rupees. These all charges can be neglected.",positive
"Feb 15, 2020",Canara Bank,1,5,I am holding a salary account from CANARA bank for past 10 years. Though its salary account need to maintain minimum amount of 1000 rupees if not maintain charges are applicable for 400 rupees.  Hidden charges also applicable of 1000 rupees. ATM and branch's are near from my place.  In this bank there is bounce charge and if I use the debit card in other ATM for cash withdraw charges are applicable.,positive
"Feb 15, 2020",HDFC Bank,1,5,"I have opened an account for a saving purpose from HDFC bank on 3 months back. Need to maintain minimum balance amount of 10K which is high, if not they are charging 850 rupees that is high from this bank. Also they do charge for debit card transactions. ATM charges are applicable for this account.",positive
"Feb 15, 2020",SBI,0,4,I am holding saving account from SBI for past 6-7 years. On   school day itself I opened an account.  Need to maintain a minimum amount of 2500 rupees. If I done transaction on   monthly some  charges are applicable of  8 rupees. Mainly I use for  mobile app and net banking both are user friendly.,positive
"Feb 15, 2020",Canara Bank,1,5,I am holding a salary account  from CANARA bank for more than 2.5 years. There is no hidden charges in this bank and no need to maintain a minimum balance. I am using mobile app and net banking both are user friendly to access. I use to get an alert messages from bank whenever I do a transactions.,positive
"Feb 15, 2020",IDBI,7,5,"From 2018, i have been using the salary account from IDBI bank and the banking service is good. I went to their branch and the response was good. Staffs are very helpful. Its a zero balance account to use. Totally, I'm quite satisfied with their services. They are sending the notifications immediately whenever i do the transaction.",positive
"Feb 15, 2020",IndusInd Bank,1,4,"Past 3 years, i have been using the salary account from Indusind bank. Its a zero balance account. Their net banking facility is good but I'm unable to open the app because most of the times its getting hanging. I never visited their branch for any kind of request and there were no offers for debit cards.",positive
"Feb 15, 2020",Kotak,1,5,"I am having 811 saving account with Kotak Bank for more than a year.  Even though its a saving account, there is no need to maintain a minimum balance. I have opened this account through online and  executive came to home to complete KYC process which is done on time. ATM charges are applicable of 200 plus GST per year.",positive
"Feb 15, 2020",SBI,0,3,"More than 5 years, i have been holding the salary account from SBI. I don't use mobile app but net banking facilities are used for emergency purpose. I used to visit their branch on a regular basis and the response was not that much prompt. They need to upgrade with the new features and the staff behavior must be changed.",neutral
"Feb 15, 2020",Kotak,0,5,"I am holding a salary account from KOTAK bank for more than a year. No need a maintain  minimum amount on monthly basis. There are many branch's available in my city when compared to others. Mobile app is user  friendly to access. Whenever contact their service, they were responsive.",positive
"Feb 15, 2020",Axis Bank,2,3,"Earlier i was having a salary account from Axis bank when i left the company, they have converted my salary account into savings account. There is no proper customer support in Axis bank and they charged me lots of hidden charges. I'm not maintaining any minimum balance. I have given the request to close this account but they didn't do it.",neutral
"Feb 15, 2020",SBI,1,5,"SBI is providing a full support for my savings account. Its easy to connect with the call centre people. In the year of 2011, i have opened the savings account from SBI because of the good services. I need to hold a minimum balance of Rs. 5K. Their internet banking services are really fine.",positive
"Feb 15, 2020",Axis Bank,0,4,I am holding a salary account  from AXIS bank for more than 3 years. There is no hidden charges in this bank. It is a  zero balance account. I am using mobile app and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions.  There is some ATM charges are applicable.,positive
"Feb 14, 2020",SBI,0,5,I have been holding an account for a saving with SBI for long times. There is no hidden charges in this bank. It is a zero balance account. I am not using mobile app and net banking both are user friendly to access. I am getting an alert messages from bank whenever I do a transactions. ATMs and branches are near to reach them directly.,positive
"Feb 14, 2020",HDFC Bank,0,5,I have salary account with HDFC bank for more than 10 years. I use to get many offer messages for loans and card from bank end. It is a zero balance account. There is no hidden charges applicable. But I faced only  ATM charges are applicable of 23 rupees if I do a transaction more than  5 times in a month. Atm and branches are near. I am using  net banking and it is user friendly to access.,positive
"Feb 14, 2020",Citibank,1,4.5,"My savings account is with CITI Bank and i am using this account more than 7-8 months. No need to maintain minimum balance since this is a salary cums savings. Customer service was good and i am getting alert messages for cash withdrawal , ATM service are very less but I have bank ATM at office.",positive
"Feb 14, 2020",HDFC Bank,0,5,"I have been using HDFC salary account for last 3 years. Its a zero balance maintenance account. Its convenient to use the net banking facility without facing any hassle.  Branch is located to nearby my place and the response was okay because when I have given the request to change the address, they are not providing proper response.",positive
"Feb 14, 2020",SBI,0,5,"When I was working in my previous company, so I have opened a salary account from State Bank of India. Though I need to maintain a minimum balance of Rs. 3,000.  I'm not using this account much, but still its active to use this account for third party app and now this is my secondary account. Bank staff response is prompt. Overall, I'm happy about their service.",positive
"Feb 14, 2020",Axis Bank,0,5,"I am holding my salary account from AXIS Bank almost 2 years ago. I have opened this account through online. Once I done, I do not have much knowledge about banking services. Its a Zero balance account hence i never maintained any minimum balance. Their website is easy to understand.",positive
"Feb 14, 2020",IndusInd Bank,4,5,I am using the savings account from INDUSIND Bank from 2016. One of the staff is friend of mine and he asked me to open this account. There is no minimum balance required. Its fine to use an Internet banking and mobile app facility. Staffs are very responsive and helpful in the branch. Almost I can find the ATM facility in all the places.,positive
"Feb 14, 2020",HDFC Bank,5,5,I am using HDFC Bank Salary account which i am using for the past 1 year.I am using net banking service as well as mobile banking service both are very user friendly both the service  is used for money transfer and EMI  .Each transaction is safe and very secure .Banking service is much comfortable to me .,positive
"Feb 14, 2020",Kotak,0,5,Its been a year since I'm having a salary account from Kotak Mahindra bank. I don't need to maintain any minimum balance. I'm using mobile app which is good to use. I haven't experienced of the Internet banking. I haven't visited any of the branch of Kotak Mahindra bank. I'm getting a immediate notifications whenever i swipe the card in POS machines.,positive
"Feb 13, 2020",HDFC Bank,2,4.5,"Its been last 3 years, i am having a salary account from HDFC bank. I don't need to hold any minimum balance. I don't access their net banking facility and mobile application. Once i went to the branch for a verification purpose and the reply was prompt. I can withdraw upto Rs. 50000 from my ATM.",positive
"Feb 13, 2020",SBI,0,4,"From SBI, i have been using savings account for a quite long time. I am maintaining some minimum balance and also they given a domestic debit card. Customer service and responsiveness was good.  I am getting alert messages when ever i do transaction.",positive
"Feb 13, 2020",HDFC Bank,0,5,"For past 6 years, i have been holding the salary account from HDFC bank and its a zero balance account.  Also it is good to access their Internet banking and mobile app facility. I have visited their branch to avail a personal loan and the response was not good in my home town because the executives are very clumsy and they take too much  of time and not responsive. There is no proper follow up also.",positive
"Feb 13, 2020",SBI,0,5,"I took my savings account from State Bank of India. In the year of 2005, i have opened this account because SBI is having a lots of ATM in all over India and good service. I don't use their Internet banking facility and mobile app facility because of the fraudulent activity in the market. Branch response was upto the mark.",positive
"Feb 13, 2020",SBI,0,4,Opened my salary account with SBI in the year of 2014. I don't need to maintain any minimum balance in this account. I am using the Internet banking and YONO app both is good to use. Monthly once i used to visit the branch for passbook entry and the response was not good because they won't give any response immediately and process will get delayed.,positive
"Feb 13, 2020",Citibank,2,5,"I haven't faced any issue with CITI bank salary account even there is no un-necessary promotional calls also. In my previous company, they have provided me a salary account from CITI bank. It was a zero balance account. Its absolutely fine with the internet banking hence its easy to do the transaction. Their app also very user friendly to use.",positive
"Feb 13, 2020",HDFC Bank,0,5,"I'm getting on time response from HDFC when i enquire about some request. if they provide me crisp and clear information to the customer, it would be fine. Sometimes, i am getting so many calls from the promotional team people. I am using HDFC salary account from past 7 months.",positive
"Feb 13, 2020",HDFC Bank,0,5,"Its almost more than 12 years, i have been using this salary account from HDFC. I have visited the branch and the staffs are very much helpful. They have allocated separate Relationship manager for me hence i don't need to connect with the call centre people. I can use the other bank ATM multiple times without having any additional charges.",positive
"Feb 13, 2020",HDFC Bank,0,4,Opened my salary account with HDFC last 2 years back. Its a zero balance account and their Internet banking facility is easy to handle. They are not taking me any extra charges from my account. There is no limit for withdrawing the money from ATM. I never gone to their branch for any kind of request or complaints.,positive
"Feb 12, 2020",SBI,0,4,Taken my savings account from SBI which is a salary cums savings no need to maintain minimum balance. I opened this account 10 years ago and the branch is available near to my home. I am using their online banking facility and its good to use. Service was okay.,positive
"Feb 12, 2020",SBI,0,5,I have been using savings account with SBI  for more than 12 years and its been very good experience. They are giving moderate interest rate for savings account and its okay. I'm using mobile banking for checking balance and to do transactions. Their app is easy to access.,positive
"Feb 12, 2020",HDFC Bank,0,5,"My savings account is with HDFC Bank, i am maintaining minimum balance of Rs. 5k. Atm facilities  are more, cash withdrawal, shopping and all i am getting alert messages. Customer service was good and there is a yearly charges for debit card is Rs.200 .",positive
"Feb 12, 2020",HDFC Bank,0,3,"I have been using HDFC savings account more than 2 years.   Rate of interest was very higher, i'm using mobile banking for checking balance and to do transactions. Their app is easy to access some time its getting error. Customer service was okay.",neutral
"Feb 12, 2020",SBI,0,5,I maintain a saving account with SBI for more than 10 years.  In this account need to maintain a minimum balance of 5K. If not some charges are applicable. I am using mobile app and net banking both are user friendly to access. I get credit card and loan offer messages.,positive
"Feb 12, 2020",Axis Bank,0,4,I have been maintaining my savings account with AXIS bank for more than 3 years. Actually i opened zero balance account there is no need to maintain a minimum balance but ATM and branch's are near from my place. Mobile app and net banking are user friendly to access.,positive
"Feb 12, 2020",SBI,0,4,I have been holding an account for a saving with SBI for more than 6 years. There is no hidden charges in this bank and i have to maintain a minimum balance. I am using mobile app and net banking both are user friendly to access. I am getting an alert messages immediately from bank whenever I do a transactions and this is the best bank.,positive
"Feb 11, 2020",SBI,0,4,Since SBI is government bank now days they executed some rules to maintain a minimum balance of 5K in saving account. I have been using this account for the past 5 years.  Charges are nominal. I use to get offer messages of credit card and loan as well. But they wont provide a life time free card all will be chargeable so I wont prefer this one.,positive
"Feb 11, 2020",Axis Bank,0,5,"My saving account in AXIS bank which I am holding for past  3 years.In this bank I need to maintain a minimum amount of 10K, generally the amount will be high for the account maintenance in private sector . Meanwhile they have provided more facility as well. There is no hidden charges. I use to get only credit card offer message not for loan.",positive
"Feb 11, 2020",IndusInd Bank,4,5,Indusind bank service is very good thats the reason i have taken the savings account with them. I need to maintain a minimum balance of Rs. 10000. Its very easy to access the Internet banking and mobile app facility. I went to their branch to open this account and the response was great because the employees are very helpful.,positive
"Feb 10, 2020",Punjab National Bank,9,3,"I have been using my saving account with PNB for more than 10 years. Their employee's are not good, there will be no response from their end when I reach their branch. Since they have opened new branch to near my home so I had opened an account in this bank. They use to charge of 23 rupees for each transaction.",neutral
"Feb 10, 2020",HDFC Bank,2,4.5,I maintain my salary account with HDFC for the past 3 years. So no need to hold minimum balance on monthly basis. So far there is no hidden charges. ATM and branch services are good.  I get alert message on time for my each transaction.  There is no any additional charge in this bank.,positive
"Feb 10, 2020",SBI,0,5,"I am holding a saving account  in SBI for more than 16 years. I never faced hidden charges for these many years. I need to maintain a minimum balance of 500 rupees. Whenever I visit branch, always it will be crowded but the response part was good from their end. I am using mobile app which is user friendly to access.  Due to debit card issue, I raised to bank and  reapplied the card took almost 15 days to receive the card.",positive
"Feb 10, 2020",IndusInd Bank,7,4,"My savings account is with Indusind Bank. No need to maintain minimum balance, because this is salary cums savings. Their application is a user friendly also  mobile banking and Internet banking was good. Mostly i use this card for cash withdrawal and for shopping. I am getting alert message whenever i swipe my card.",positive
"Feb 07, 2020",IDBI,10,0.5,Pathetic service by IDBI bank. bank have recently open my salary account. but bank forgot to register net banking facility which is very common . and i mark yes in form during paper formalities second if you tray to transfer money by google pay. its not possible because india country code is +91 and bank have manction +091 Big great staff. after all this mess if you call customer care they don't have rights to do any thing and the don't have technical knowledge to understand problem. So as a suggestion don't open account in IDBI bank. because other bank have better service.,negative
"Feb 06, 2020",SBI,1,5,I am holding a salary account  with SBI more than 5 years. There is no hidden charges in this bank. Though its salary account but need to maintain a minimum of 3K on monthly basis. I am using mobile app and net banking both are user friendly to access. I use to get an alert messages from bank whenever I do a transactions.  The drawback is charges are applicable for SMS and every transaction.,positive
